dteday,weekday
2011-01-01,6
2011-01-01,6
2011-01-01,6
2011-01-01,6
2011-01-01,6
2011-01-01,6
2011-01-01,6
2011-01-01,6
2011-01-01,6
2011-01-01,6
2011-01-01,6
2011-01-01,6
2011-01-01,6
2011-01-01,6
2011-01-01,6
2011-01-01,6
2011-01-01,6
2011-01-01,6
2011-01-01,6
2011-01-01,6
2011-01-01,6
2011-01-01,6
2011-01-01,6
2011-01-01,6
2011-01-02,0
2011-01-02,0
2011-01-02,0
2011-01-02,0
2011-01-02,0
2011-01-02,0
2011-01-02,0
2011-01-02,0
2011-01-02,0
2011-01-02,0
2011-01-02,0
2011-01-02,0
2011-01-02,0
2011-01-02,0
2011-01-02,0
2011-01-02,0
2011-01-02,0
2011-01-02,0
2011-01-02,0
2011-01-02,0
2011-01-02,0
2011-01-02,0
2011-01-02,0
2011-01-03,1
2011-01-03,1
2011-01-03,1
2011-01-03,1
2011-01-03,1
2011-01-03,1
2011-01-03,1
2011-01-03,1
2011-01-03,1
2011-01-03,1
2011-01-03,1
2011-01-03,1
2011-01-03,1
2011-01-03,1
2011-01-03,1
2011-01-03,1
2011-01-03,1
2011-01-03,1
2011-01-03,1
2011-01-03,1
2011-01-03,1
2011-01-03,1
2011-01-04,2
2011-01-04,2
2011-01-04,2
2011-01-04,2
2011-01-04,2
2011-01-04,2
2011-01-04,2
2011-01-04,2
2011-01-04,2
2011-01-04,2
2011-01-04,2
2011-01-04,2
2011-01-04,2
2011-01-04,2
2011-01-04,2
2011-01-04,2
2011-01-04,2
2011-01-04,2
2011-01-04,2
2011-01-04,2
2011-01-04,2
2011-01-04,2
2011-01-04,2
2011-01-05,3
2011-01-05,3
2011-01-05,3
2011-01-05,3
2011-01-05,3
2011-01-05,3
2011-01-05,3
2011-01-05,3
2011-01-05,3
2011-01-05,3
2011-01-05,3
2011-01-05,3
2011-01-05,3
2011-01-05,3
2011-01-05,3
2011-01-05,3
2011-01-05,3
2011-01-05,3
2011-01-05,3
2011-01-05,3
2011-01-05,3
2011-01-05,3
2011-01-05,3
2011-01-06,4
2011-01-06,4
2011-01-06,4
2011-01-06,4
2011-01-06,4
2011-01-06,4
2011-01-06,4
2011-01-06,4
2011-01-06,4
2011-01-06,4
2011-01-06,4
2011-01-06,4
2011-01-06,4
2011-01-06,4
2011-01-06,4
2011-01-06,4
2011-01-06,4
2011-01-06,4
2011-01-06,4
2011-01-06,4
2011-01-06,4
2011-01-06,4
2011-01-06,4
2011-01-07,5
2011-01-07,5
2011-01-07,5
2011-01-07,5
2011-01-07,5
2011-01-07,5
2011-01-07,5
2011-01-07,5
2011-01-07,5
2011-01-07,5
2011-01-07,5
2011-01-07,5
2011-01-07,5
2011-01-07,5
2011-01-07,5
2011-01-07,5
2011-01-07,5
2011-01-07,5
2011-01-07,5
2011-01-07,5
2011-01-07,5
2011-01-07,5
2011-01-07,5
2011-01-08,6
2011-01-08,6
2011-01-08,6
2011-01-08,6
2011-01-08,6
2011-01-08,6
2011-01-08,6
2011-01-08,6
2011-01-08,6
2011-01-08,6
2011-01-08,6
2011-01-08,6
2011-01-08,6
2011-01-08,6
2011-01-08,6
2011-01-08,6
2011-01-08,6
2011-01-08,6
2011-01-08,6
2011-01-08,6
2011-01-08,6
2011-01-08,6
2011-01-08,6
2011-01-08,6
2011-01-09,0
2011-01-09,0
2011-01-09,0
2011-01-09,0
2011-01-09,0
2011-01-09,0
2011-01-09,0
2011-01-09,0
2011-01-09,0
2011-01-09,0
2011-01-09,0
2011-01-09,0
2011-01-09,0
2011-01-09,0
2011-01-09,0
2011-01-09,0
2011-01-09,0
2011-01-09,0
2011-01-09,0
2011-01-09,0
2011-01-09,0
2011-01-09,0
2011-01-09,0
2011-01-09,0
2011-01-10,1
2011-01-10,1
2011-01-10,1
2011-01-10,1
2011-01-10,1
2011-01-10,1
2011-01-10,1
2011-01-10,1
2011-01-10,1
2011-01-10,1
2011-01-10,1
2011-01-10,1
2011-01-10,1
2011-01-10,1
2011-01-10,1
2011-01-10,1
2011-01-10,1
2011-01-10,1
2011-01-10,1
2011-01-10,1
2011-01-10,1
2011-01-10,1
2011-01-10,1
2011-01-10,1
2011-01-11,2
2011-01-11,2
2011-01-11,2
2011-01-11,2
2011-01-11,2
2011-01-11,2
2011-01-11,2
2011-01-11,2
2011-01-11,2
2011-01-11,2
2011-01-11,2
2011-01-11,2
2011-01-11,2
2011-01-11,2
2011-01-11,2
2011-01-11,2
2011-01-11,2
2011-01-11,2
2011-01-11,2
2011-01-11,2
2011-01-11,2
2011-01-11,2
2011-01-12,3
2011-01-12,3
2011-01-12,3
2011-01-12,3
2011-01-12,3
2011-01-12,3
2011-01-12,3
2011-01-12,3
2011-01-12,3
2011-01-12,3
2011-01-12,3
2011-01-12,3
2011-01-12,3
2011-01-12,3
2011-01-12,3
2011-01-12,3
2011-01-12,3
2011-01-12,3
2011-01-12,3
2011-01-12,3
2011-01-12,3
2011-01-12,3
2011-01-13,4
2011-01-13,4
2011-01-13,4
2011-01-13,4
2011-01-13,4
2011-01-13,4
2011-01-13,4
2011-01-13,4
2011-01-13,4
2011-01-13,4
2011-01-13,4
2011-01-13,4
2011-01-13,4
2011-01-13,4
2011-01-13,4
2011-01-13,4
2011-01-13,4
2011-01-13,4
2011-01-13,4
2011-01-13,4
2011-01-13,4
2011-01-13,4
2011-01-13,4
2011-01-13,4
2011-01-14,5
2011-01-14,5
2011-01-14,5
2011-01-14,5
2011-01-14,5
2011-01-14,5
2011-01-14,5
2011-01-14,5
2011-01-14,5
2011-01-14,5
2011-01-14,5
2011-01-14,5
2011-01-14,5
2011-01-14,5
2011-01-14,5
2011-01-14,5
2011-01-14,5
2011-01-14,5
2011-01-14,5
2011-01-14,5
2011-01-14,5
2011-01-14,5
2011-01-14,5
2011-01-15,6
2011-01-15,6
2011-01-15,6
2011-01-15,6
2011-01-15,6
2011-01-15,6
2011-01-15,6
2011-01-15,6
2011-01-15,6
2011-01-15,6
2011-01-15,6
2011-01-15,6
2011-01-15,6
2011-01-15,6
2011-01-15,6
2011-01-15,6
2011-01-15,6
2011-01-15,6
2011-01-15,6
2011-01-15,6
2011-01-15,6
2011-01-15,6
2011-01-15,6
2011-01-15,6
2011-01-16,0
2011-01-16,0
2011-01-16,0
2011-01-16,0
2011-01-16,0
2011-01-16,0
2011-01-16,0
2011-01-16,0
2011-01-16,0
2011-01-16,0
2011-01-16,0
2011-01-16,0
2011-01-16,0
2011-01-16,0
2011-01-16,0
2011-01-16,0
2011-01-16,0
2011-01-16,0
2011-01-16,0
2011-01-16,0
2011-01-16,0
2011-01-16,0
2011-01-16,0
2011-01-16,0
2011-01-17,1
2011-01-17,1
2011-01-17,1
2011-01-17,1
2011-01-17,1
2011-01-17,1
2011-01-17,1
2011-01-17,1
2011-01-17,1
2011-01-17,1
2011-01-17,1
2011-01-17,1
2011-01-17,1
2011-01-17,1
2011-01-17,1
2011-01-17,1
2011-01-17,1
2011-01-17,1
2011-01-17,1
2011-01-17,1
2011-01-17,1
2011-01-17,1
2011-01-17,1
2011-01-17,1
2011-01-18,2
2011-01-18,2
2011-01-18,2
2011-01-18,2
2011-01-18,2
2011-01-18,2
2011-01-18,2
2011-01-18,2
2011-01-18,2
2011-01-18,2
2011-01-18,2
2011-01-18,2
2011-01-19,3
2011-01-19,3
2011-01-19,3
2011-01-19,3
2011-01-19,3
2011-01-19,3
2011-01-19,3
2011-01-19,3
2011-01-19,3
2011-01-19,3
2011-01-19,3
2011-01-19,3
2011-01-19,3
2011-01-19,3
2011-01-19,3
2011-01-19,3
2011-01-19,3
2011-01-19,3
2011-01-19,3
2011-01-19,3
2011-01-19,3
2011-01-19,3
2011-01-19,3
2011-01-20,4
2011-01-20,4
2011-01-20,4
2011-01-20,4
2011-01-20,4
2011-01-20,4
2011-01-20,4
2011-01-20,4
2011-01-20,4
2011-01-20,4
2011-01-20,4
2011-01-20,4
2011-01-20,4
2011-01-20,4
2011-01-20,4
2011-01-20,4
2011-01-20,4
2011-01-20,4
2011-01-20,4
2011-01-20,4
2011-01-20,4
2011-01-20,4
2011-01-20,4
2011-01-20,4
2011-01-21,5
2011-01-21,5
2011-01-21,5
2011-01-21,5
2011-01-21,5
2011-01-21,5
2011-01-21,5
2011-01-21,5
2011-01-21,5
2011-01-21,5
2011-01-21,5
2011-01-21,5
2011-01-21,5
2011-01-21,5
2011-01-21,5
2011-01-21,5
2011-01-21,5
2011-01-21,5
2011-01-21,5
2011-01-21,5
2011-01-21,5
2011-01-21,5
2011-01-21,5
2011-01-21,5
2011-01-22,6
2011-01-22,6
2011-01-22,6
2011-01-22,6
2011-01-22,6
2011-01-22,6
2011-01-22,6
2011-01-22,6
2011-01-22,6
2011-01-22,6
2011-01-22,6
2011-01-22,6
2011-01-22,6
2011-01-22,6
2011-01-22,6
2011-01-22,6
2011-01-22,6
2011-01-22,6
2011-01-22,6
2011-01-22,6
2011-01-22,6
2011-01-22,6
2011-01-22,6
2011-01-23,0
2011-01-23,0
2011-01-23,0
2011-01-23,0
2011-01-23,0
2011-01-23,0
2011-01-23,0
2011-01-23,0
2011-01-23,0
2011-01-23,0
2011-01-23,0
2011-01-23,0
2011-01-23,0
2011-01-23,0
2011-01-23,0
2011-01-23,0
2011-01-23,0
2011-01-23,0
2011-01-23,0
2011-01-23,0
2011-01-23,0
2011-01-23,0
2011-01-23,0
2011-01-24,1
2011-01-24,1
2011-01-24,1
2011-01-24,1
2011-01-24,1
2011-01-24,1
2011-01-24,1
2011-01-24,1
2011-01-24,1
2011-01-24,1
2011-01-24,1
2011-01-24,1
2011-01-24,1
2011-01-24,1
2011-01-24,1
2011-01-24,1
2011-01-24,1
2011-01-24,1
2011-01-24,1
2011-01-24,1
2011-01-24,1
2011-01-24,1
2011-01-24,1
2011-01-25,2
2011-01-25,2
2011-01-25,2
2011-01-25,2
2011-01-25,2
2011-01-25,2
2011-01-25,2
2011-01-25,2
2011-01-25,2
2011-01-25,2
2011-01-25,2
2011-01-25,2
2011-01-25,2
2011-01-25,2
2011-01-25,2
2011-01-25,2
2011-01-25,2
2011-01-25,2
2011-01-25,2
2011-01-25,2
2011-01-25,2
2011-01-25,2
2011-01-25,2
2011-01-26,3
2011-01-26,3
2011-01-26,3
2011-01-26,3
2011-01-26,3
2011-01-26,3
2011-01-26,3
2011-01-26,3
2011-01-26,3
2011-01-26,3
2011-01-26,3
2011-01-26,3
2011-01-26,3
2011-01-26,3
2011-01-26,3
2011-01-26,3
2011-01-27,4
2011-01-27,4
2011-01-27,4
2011-01-27,4
2011-01-27,4
2011-01-27,4
2011-01-27,4
2011-01-27,4
2011-01-28,5
2011-01-28,5
2011-01-28,5
2011-01-28,5
2011-01-28,5
2011-01-28,5
2011-01-28,5
2011-01-28,5
2011-01-28,5
2011-01-28,5
2011-01-28,5
2011-01-28,5
2011-01-28,5
2011-01-28,5
2011-01-28,5
2011-01-28,5
2011-01-28,5
2011-01-28,5
2011-01-28,5
2011-01-28,5
2011-01-28,5
2011-01-28,5
2011-01-28,5
2011-01-29,6
2011-01-29,6
2011-01-29,6
2011-01-29,6
2011-01-29,6
2011-01-29,6
2011-01-29,6
2011-01-29,6
2011-01-29,6
2011-01-29,6
2011-01-29,6
2011-01-29,6
2011-01-29,6
2011-01-29,6
2011-01-29,6
2011-01-29,6
2011-01-29,6
2011-01-29,6
2011-01-29,6
2011-01-29,6
2011-01-29,6
2011-01-29,6
2011-01-29,6
2011-01-30,0
2011-01-30,0
2011-01-30,0
2011-01-30,0
2011-01-30,0
2011-01-30,0
2011-01-30,0
2011-01-30,0
2011-01-30,0
2011-01-30,0
2011-01-30,0
2011-01-30,0
2011-01-30,0
2011-01-30,0
2011-01-30,0
2011-01-30,0
2011-01-30,0
2011-01-30,0
2011-01-30,0
2011-01-30,0
2011-01-30,0
2011-01-30,0
2011-01-30,0
2011-01-31,1
2011-01-31,1
2011-01-31,1
2011-01-31,1
2011-01-31,1
2011-01-31,1
2011-01-31,1
2011-01-31,1
2011-01-31,1
2011-01-31,1
2011-01-31,1
2011-01-31,1
2011-01-31,1
2011-01-31,1
2011-01-31,1
2011-01-31,1
2011-01-31,1
2011-01-31,1
2011-01-31,1
2011-01-31,1
2011-01-31,1
2011-01-31,1
2011-01-31,1
2011-01-31,1
2011-02-01,2
2011-02-01,2
2011-02-01,2
2011-02-01,2
2011-02-01,2
2011-02-01,2
2011-02-01,2
2011-02-01,2
2011-02-01,2
2011-02-01,2
2011-02-01,2
2011-02-01,2
2011-02-01,2
2011-02-01,2
2011-02-01,2
2011-02-01,2
2011-02-01,2
2011-02-01,2
2011-02-01,2
2011-02-01,2
2011-02-01,2
2011-02-01,2
2011-02-01,2
2011-02-02,3
2011-02-02,3
2011-02-02,3
2011-02-02,3
2011-02-02,3
2011-02-02,3
2011-02-02,3
2011-02-02,3
2011-02-02,3
2011-02-02,3
2011-02-02,3
2011-02-02,3
2011-02-02,3
2011-02-02,3
2011-02-02,3
2011-02-02,3
2011-02-02,3
2011-02-02,3
2011-02-02,3
2011-02-02,3
2011-02-02,3
2011-02-02,3
2011-02-02,3
2011-02-02,3
2011-02-03,4
2011-02-03,4
2011-02-03,4
2011-02-03,4
2011-02-03,4
2011-02-03,4
2011-02-03,4
2011-02-03,4
2011-02-03,4
2011-02-03,4
2011-02-03,4
2011-02-03,4
2011-02-03,4
2011-02-03,4
2011-02-03,4
2011-02-03,4
2011-02-03,4
2011-02-03,4
2011-02-03,4
2011-02-03,4
2011-02-03,4
2011-02-03,4
2011-02-03,4
2011-02-04,5
2011-02-04,5
2011-02-04,5
2011-02-04,5
2011-02-04,5
2011-02-04,5
2011-02-04,5
2011-02-04,5
2011-02-04,5
2011-02-04,5
2011-02-04,5
2011-02-04,5
2011-02-04,5
2011-02-04,5
2011-02-04,5
2011-02-04,5
2011-02-04,5
2011-02-04,5
2011-02-04,5
2011-02-04,5
2011-02-04,5
2011-02-04,5
2011-02-04,5
2011-02-05,6
2011-02-05,6
2011-02-05,6
2011-02-05,6
2011-02-05,6
2011-02-05,6
2011-02-05,6
2011-02-05,6
2011-02-05,6
2011-02-05,6
2011-02-05,6
2011-02-05,6
2011-02-05,6
2011-02-05,6
2011-02-05,6
2011-02-05,6
2011-02-05,6
2011-02-05,6
2011-02-05,6
2011-02-05,6
2011-02-05,6
2011-02-05,6
2011-02-05,6
2011-02-05,6
2011-02-06,0
2011-02-06,0
2011-02-06,0
2011-02-06,0
2011-02-06,0
2011-02-06,0
2011-02-06,0
2011-02-06,0
2011-02-06,0
2011-02-06,0
2011-02-06,0
2011-02-06,0
2011-02-06,0
2011-02-06,0
2011-02-06,0
2011-02-06,0
2011-02-06,0
2011-02-06,0
2011-02-06,0
2011-02-06,0
2011-02-06,0
2011-02-06,0
2011-02-06,0
2011-02-06,0
2011-02-07,1
2011-02-07,1
2011-02-07,1
2011-02-07,1
2011-02-07,1
2011-02-07,1
2011-02-07,1
2011-02-07,1
2011-02-07,1
2011-02-07,1
2011-02-07,1
2011-02-07,1
2011-02-07,1
2011-02-07,1
2011-02-07,1
2011-02-07,1
2011-02-07,1
2011-02-07,1
2011-02-07,1
2011-02-07,1
2011-02-07,1
2011-02-07,1
2011-02-07,1
2011-02-07,1
2011-02-08,2
2011-02-08,2
2011-02-08,2
2011-02-08,2
2011-02-08,2
2011-02-08,2
2011-02-08,2
2011-02-08,2
2011-02-08,2
2011-02-08,2
2011-02-08,2
2011-02-08,2
2011-02-08,2
2011-02-08,2
2011-02-08,2
2011-02-08,2
2011-02-08,2
2011-02-08,2
2011-02-08,2
2011-02-08,2
2011-02-08,2
2011-02-08,2
2011-02-08,2
2011-02-08,2
2011-02-09,3
2011-02-09,3
2011-02-09,3
2011-02-09,3
2011-02-09,3
2011-02-09,3
2011-02-09,3
2011-02-09,3
2011-02-09,3
2011-02-09,3
2011-02-09,3
2011-02-09,3
2011-02-09,3
2011-02-09,3
2011-02-09,3
2011-02-09,3
2011-02-09,3
2011-02-09,3
2011-02-09,3
2011-02-09,3
2011-02-09,3
2011-02-09,3
2011-02-09,3
2011-02-10,4
2011-02-10,4
2011-02-10,4
2011-02-10,4
2011-02-10,4
2011-02-10,4
2011-02-10,4
2011-02-10,4
2011-02-10,4
2011-02-10,4
2011-02-10,4
2011-02-10,4
2011-02-10,4
2011-02-10,4
2011-02-10,4
2011-02-10,4
2011-02-10,4
2011-02-10,4
2011-02-10,4
2011-02-10,4
2011-02-10,4
2011-02-10,4
2011-02-10,4
2011-02-11,5
2011-02-11,5
2011-02-11,5
2011-02-11,5
2011-02-11,5
2011-02-11,5
2011-02-11,5
2011-02-11,5
2011-02-11,5
2011-02-11,5
2011-02-11,5
2011-02-11,5
2011-02-11,5
2011-02-11,5
2011-02-11,5
2011-02-11,5
2011-02-11,5
2011-02-11,5
2011-02-11,5
2011-02-11,5
2011-02-11,5
2011-02-11,5
2011-02-12,6
2011-02-12,6
2011-02-12,6
2011-02-12,6
2011-02-12,6
2011-02-12,6
2011-02-12,6
2011-02-12,6
2011-02-12,6
2011-02-12,6
2011-02-12,6
2011-02-12,6
2011-02-12,6
2011-02-12,6
2011-02-12,6
2011-02-12,6
2011-02-12,6
2011-02-12,6
2011-02-12,6
2011-02-12,6
2011-02-12,6
2011-02-12,6
2011-02-12,6
2011-02-12,6
2011-02-13,0
2011-02-13,0
2011-02-13,0
2011-02-13,0
2011-02-13,0
2011-02-13,0
2011-02-13,0
2011-02-13,0
2011-02-13,0
2011-02-13,0
2011-02-13,0
2011-02-13,0
2011-02-13,0
2011-02-13,0
2011-02-13,0
2011-02-13,0
2011-02-13,0
2011-02-13,0
2011-02-13,0
2011-02-13,0
2011-02-13,0
2011-02-13,0
2011-02-13,0
2011-02-14,1
2011-02-14,1
2011-02-14,1
2011-02-14,1
2011-02-14,1
2011-02-14,1
2011-02-14,1
2011-02-14,1
2011-02-14,1
2011-02-14,1
2011-02-14,1
2011-02-14,1
2011-02-14,1
2011-02-14,1
2011-02-14,1
2011-02-14,1
2011-02-14,1
2011-02-14,1
2011-02-14,1
2011-02-14,1
2011-02-14,1
2011-02-14,1
2011-02-14,1
2011-02-14,1
2011-02-15,2
2011-02-15,2
2011-02-15,2
2011-02-15,2
2011-02-15,2
2011-02-15,2
2011-02-15,2
2011-02-15,2
2011-02-15,2
2011-02-15,2
2011-02-15,2
2011-02-15,2
2011-02-15,2
2011-02-15,2
2011-02-15,2
2011-02-15,2
2011-02-15,2
2011-02-15,2
2011-02-15,2
2011-02-15,2
2011-02-15,2
2011-02-15,2
2011-02-15,2
2011-02-16,3
2011-02-16,3
2011-02-16,3
2011-02-16,3
2011-02-16,3
2011-02-16,3
2011-02-16,3
2011-02-16,3
2011-02-16,3
2011-02-16,3
2011-02-16,3
2011-02-16,3
2011-02-16,3
2011-02-16,3
2011-02-16,3
2011-02-16,3
2011-02-16,3
2011-02-16,3
2011-02-16,3
2011-02-16,3
2011-02-16,3
2011-02-16,3
2011-02-16,3
2011-02-17,4
2011-02-17,4
2011-02-17,4
2011-02-17,4
2011-02-17,4
2011-02-17,4
2011-02-17,4
2011-02-17,4
2011-02-17,4
2011-02-17,4
2011-02-17,4
2011-02-17,4
2011-02-17,4
2011-02-17,4
2011-02-17,4
2011-02-17,4
2011-02-17,4
2011-02-17,4
2011-02-17,4
2011-02-17,4
2011-02-17,4
2011-02-17,4
2011-02-17,4
2011-02-17,4
2011-02-18,5
2011-02-18,5
2011-02-18,5
2011-02-18,5
2011-02-18,5
2011-02-18,5
2011-02-18,5
2011-02-18,5
2011-02-18,5
2011-02-18,5
2011-02-18,5
2011-02-18,5
2011-02-18,5
2011-02-18,5
2011-02-18,5
2011-02-18,5
2011-02-18,5
2011-02-18,5
2011-02-18,5
2011-02-18,5
2011-02-18,5
2011-02-18,5
2011-02-18,5
2011-02-18,5
2011-02-19,6
2011-02-19,6
2011-02-19,6
2011-02-19,6
2011-02-19,6
2011-02-19,6
2011-02-19,6
2011-02-19,6
2011-02-19,6
2011-02-19,6
2011-02-19,6
2011-02-19,6
2011-02-19,6
2011-02-19,6
2011-02-19,6
2011-02-19,6
2011-02-19,6
2011-02-19,6
2011-02-19,6
2011-02-19,6
2011-02-19,6
2011-02-19,6
2011-02-19,6
2011-02-19,6
2011-02-20,0
2011-02-20,0
2011-02-20,0
2011-02-20,0
2011-02-20,0
2011-02-20,0
2011-02-20,0
2011-02-20,0
2011-02-20,0
2011-02-20,0
2011-02-20,0
2011-02-20,0
2011-02-20,0
2011-02-20,0
2011-02-20,0
2011-02-20,0
2011-02-20,0
2011-02-20,0
2011-02-20,0
2011-02-20,0
2011-02-20,0
2011-02-20,0
2011-02-20,0
2011-02-21,1
2011-02-21,1
2011-02-21,1
2011-02-21,1
2011-02-21,1
2011-02-21,1
2011-02-21,1
2011-02-21,1
2011-02-21,1
2011-02-21,1
2011-02-21,1
2011-02-21,1
2011-02-21,1
2011-02-21,1
2011-02-21,1
2011-02-21,1
2011-02-21,1
2011-02-21,1
2011-02-21,1
2011-02-21,1
2011-02-21,1
2011-02-21,1
2011-02-21,1
2011-02-21,1
2011-02-22,2
2011-02-22,2
2011-02-22,2
2011-02-22,2
2011-02-22,2
2011-02-22,2
2011-02-22,2
2011-02-22,2
2011-02-22,2
2011-02-22,2
2011-02-22,2
2011-02-22,2
2011-02-22,2
2011-02-22,2
2011-02-22,2
2011-02-22,2
2011-02-22,2
2011-02-22,2
2011-02-23,3
2011-02-23,3
2011-02-23,3
2011-02-23,3
2011-02-23,3
2011-02-23,3
2011-02-23,3
2011-02-23,3
2011-02-23,3
2011-02-23,3
2011-02-23,3
2011-02-23,3
2011-02-23,3
2011-02-23,3
2011-02-23,3
2011-02-23,3
2011-02-23,3
2011-02-23,3
2011-02-23,3
2011-02-23,3
2011-02-23,3
2011-02-23,3
2011-02-23,3
2011-02-24,4
2011-02-24,4
2011-02-24,4
2011-02-24,4
2011-02-24,4
2011-02-24,4
2011-02-24,4
2011-02-24,4
2011-02-24,4
2011-02-24,4
2011-02-24,4
2011-02-24,4
2011-02-24,4
2011-02-24,4
2011-02-24,4
2011-02-24,4
2011-02-24,4
2011-02-24,4
2011-02-24,4
2011-02-24,4
2011-02-24,4
2011-02-24,4
2011-02-24,4
2011-02-25,5
2011-02-25,5
2011-02-25,5
2011-02-25,5
2011-02-25,5
2011-02-25,5
2011-02-25,5
2011-02-25,5
2011-02-25,5
2011-02-25,5
2011-02-25,5
2011-02-25,5
2011-02-25,5
2011-02-25,5
2011-02-25,5
2011-02-25,5
2011-02-25,5
2011-02-25,5
2011-02-25,5
2011-02-25,5
2011-02-25,5
2011-02-25,5
2011-02-25,5
2011-02-26,6
2011-02-26,6
2011-02-26,6
2011-02-26,6
2011-02-26,6
2011-02-26,6
2011-02-26,6
2011-02-26,6
2011-02-26,6
2011-02-26,6
2011-02-26,6
2011-02-26,6
2011-02-26,6
2011-02-26,6
2011-02-26,6
2011-02-26,6
2011-02-26,6
2011-02-26,6
2011-02-26,6
2011-02-26,6
2011-02-26,6
2011-02-26,6
2011-02-26,6
2011-02-26,6
2011-02-27,0
2011-02-27,0
2011-02-27,0
2011-02-27,0
2011-02-27,0
2011-02-27,0
2011-02-27,0
2011-02-27,0
2011-02-27,0
2011-02-27,0
2011-02-27,0
2011-02-27,0
2011-02-27,0
2011-02-27,0
